說服教授改學期成績,1,S,溝通協調,Persuasion
說服你做一件事情,1,S,溝通協調,Persuasion
菜市場殺價,1,S,溝通協調,Persuasion
你聽過安麗嗎？,1,S,溝通協調,Persuasion
激烈的辯論,1,S,溝通協調,Persuasion
和事佬,1,S,溝通協調,Diplomacy
見人說人話，見鬼說鬼話,1,S,溝通協調,Diplomacy
正式場合穿拖鞋,-1,S,溝通協調,Diplomacy
世故,1,S,溝通協調,Diplomacy
大聲地斥責你,-1,S,溝通協調,Diplomacy
傾聽,1,S,溝通協調,Learning/Openness
對點子不感興趣,-1,S,溝通協調,Learning/Openness
會說點子給他聽,1,S,溝通協調,Learning/Openness
潑你冷水,-1,S,溝通協調,Learning/Openness
固執,-1,S,溝通協調,Learning/Openness
宅宅,-1,S,溝通協調,Versatility/Ease in public
演主角,1,S,溝通協調,Versatility/Ease in public
恐懼舞台、講台,-1,S,溝通協調,Versatility/Ease in public
習慣面對電腦,-1,S,溝通協調,Versatility/Ease in public
人生不能沒有觀眾,1,S,溝通協調,Versatility/Ease in public
幽默,1,S,人見人愛,Humor
嘲笑自己,1,S,人見人愛,Humor
惱羞成怒,-1,S,人見人愛,Humor
幽默地洞察人情世故,1,S,人見人愛,Humor
覺得自己很幽默,1,S,人見人愛,Humor
帥,1,S,人見人愛,Appeal
會打扮,1,S,人見人愛,Appeal
第一印象很好,1,S,人見人愛,Appeal
天生的魅力,1,S,人見人愛,Appeal
誠懇,1,S,人見人愛,Authenticity
話最不可信,-1,S,人見人愛,Authenticity
臉上寫著「老實」,1,S,人見人愛,Authenticity
一生清白,1,S,人見人愛,Authenticity
去跟包青天喊冤,-1,S,人見人愛,Authenticity
坐教室的角落,-1,S,人見人愛,Leadership
帶動唱高手中的高手,1,S,人見人愛,Leadership
句點王,-1,S,人見人愛,Leadership
強大的領導力,1,S,人見人愛,Leadership
心理諮商師,1,S,人見人愛,Leadership
放聲大笑別人跌倒,-1,S,靈活應變,Respect
打斷你的話,-1,S,靈活應變,Respect
尊重師長,1,S,靈活應變,Respect
種族歧視,-1,S,靈活應變,Respect
一顆謙卑的心,1,S,靈活應變,Respect
等你大完便再去逛街,1,S,靈活應變,Patience
耐心傾聽別人講話,1,S,靈活應變,Patience
氣急敗壞走人,-1,S,靈活應變,Patience
喜歡看平靜的湖面,1,S,靈活應變,Patience
看著月光作詩賞曲,1,S,靈活應變,Patience
ipad被偷維持冷靜,1,S,靈活應變,Mood management
火山爆發維持冷靜,1,S,靈活應變,Mood management
頭髮被剪壞，微笑付錢,1,S,靈活應變,Mood management
靜靜的將鼻屎取下,1,S,靈活應變,Mood management
開懷面對自己落選,1,S,靈活應變,Mood management
已讀不回,-1,S,靈活應變,Responsiveness
3分鐘內回覆你所有訊息,1,S,靈活應變,Responsiveness
難約出來吃飯,-1,S,靈活應變,Responsiveness
話很難接,-1,S,靈活應變,Responsiveness
行為舉止讓你想飆髒話,-1,S,靈活應變,Responsiveness
很快跟新朋友打成一片,1,S,主動積極,Observation
偷偷觀察到某人分手,1,S,主動積極,Observation
很會看別人臉色,1,S,主動積極,Observation
會注意到你今天的小變化,1,S,主動積極,Observation
用Facebook掌控大家的動向,1,S,主動積極,Observation
不時關心你,1,S,主動積極,Caring
買對朋友的生日禮物,1,S,主動積極,Caring
知道你喜歡吃什麼,1,S,主動積極,Caring
記得所有人生日,1,S,主動積極,Caring
會冷落別人,-1,S,主動積極,Caring
對你的感情史瞭若指掌,1,S,主動積極,Curiosity
在電梯裡，最不想要巧遇他,-1,S,主動積極,Curiosity
碰到馬英九會一直問他問題,1,S,主動積極,Curiosity
一直說「為什麼？」,1,S,主動積極,Curiosity
第一個知道所有人的八卦,1,S,主動積極,Curiosity
主動幫朋友出午餐錢,1,S,主動積極,Persistence
10年後，還會跟他很熟,1,S,主動積極,Persistence
願意長期幫你掃地洗碗,1,S,主動積極,Persistence
家徒四壁時，會找他幫忙,1,S,主動積極,Persistence
結婚時，會找他當證婚人,1,S,主動積極,Persistence
拔教授的鼻毛，還安然無事,0,F,,
想要他幫你掏耳朵,0,F,,
在畢業典禮時，捏校長的屁股,0,F,,
跳鋼管舞,0,F,,
「我要代替月亮懲罰你」,0,F,,
翹小拇指,0,F,,
唱饒舌歌,0,F,,
願意背著你跑馬拉松,0,F,,
會說「我願意為你而死」,0,F,,
讓你笑到跌倒,0,F,,
假裝專心聽,0,F,,
想成為海賊王,0,F,,
願意讓他開你的車,0,F,,
躺在沙灘上耍廢,0,F,,
出現在電視上,0,F,,
Facebook密碼會給他,0,F,,
偷偷在上交友網站,0,F,,
先賺到1億元,0,F,,
在校門口唱歌,0,F,,
小便的時候，希望他在隔壁,0,F,,
修你的水槽，然後修不好,0,F,,
宣布參選總統,0,F,,
希望下輩子是另外一個性別,0,F,,
劈腿都不讓別人知道,0,F,,
熬夜為了奇怪的理由,0,F,,
有變態時，會保護你,0,F,,
強大的毅力，不達目標，絕不罷休！,1,P,出眾能力,Determination
經過不斷嘗試、不斷失敗後，成功達成的任務,1,P,出眾能力,Determination
走路三小時去吃一家餐廳,1,P,出眾能力,Determination
「呃，那件事情我後來放棄了...」,-1,P,出眾能力,Determination
定時運動,1,P,出眾能力,Determination
有野心或企圖心,1,P,出眾能力,Ambition
朝著自己的目標，一步一步邁進,1,P,出眾能力,Ambition
想成為大公司的CEO,1,P,出眾能力,Ambition
過著與世無爭的生活,-1,P,出眾能力,Ambition
今天的我一定要比昨天的我強！,1,P,出眾能力,Ambition
會偷走可口可樂配方,1,P,出眾能力,Work Ethic
加班直到完成工作任務為止,1,P,出眾能力,Work Ethic
當肥貓,-1,P,出眾能力,Work Ethic
一天行程滿滿是工作,1,P,出眾能力,Work Ethic
緩慢的工作步調,-1,P,出眾能力,Work Ethic
競爭,1,P,出眾能力,Competitive Spirit
不喜歡輸,1,P,出眾能力,Competitive Spirit
有很大的機會輸掉一場比賽，還是去參加,-1,P,出眾能力,Competitive Spirit
享受成為第一名,1,P,出眾能力,Competitive Spirit
喜歡跟別人比較,1,P,出眾能力,Competitive Spirit
有能力把一件事情包裝成一個故事,1,P,管理能力,Vision
預測未來趨勢的能力,1,P,管理能力,Vision
很常對他說：「講重點啦！」,-1,P,管理能力,Vision
適合當偵探,-1,P,管理能力,Vision
看小部分，不看整體,-1,P,管理能力,Vision
會說：「等等，我查一下我的Schedule。」,1,P,管理能力,Organization
有組織協調能力,1,P,管理能力,Organization
忘東忘西,-1,P,管理能力,Organization
事情有彈性,-1,P,管理能力,Organization
沒有行程表活不下去,1,P,管理能力,Organization
部屬犯了錯，會站出來承擔責任,1,P,管理能力,Taking Responsibility
責任感,1,P,管理能力,Taking Responsibility
強烈的使命感,1,P,管理能力,Taking Responsibility
任務失敗了，會覺得都是自己的錯,1,P,管理能力,Taking Responsibility
聽老闆說的，不管自己的道德判斷,1,P,管理能力,Taking Responsibility
領袖特質,1,P,管理能力,Leading
強大的個人魅力,1,P,管理能力,Leading
帶領我們走出一條不一樣的路,1,P,管理能力,Leading
不自覺想要幫助他,1,P,管理能力,Leading
他當leader你會馬上離開這個團隊,-1,P,管理能力,Leading
厲害的業務人員,1,P,溝通能力,Persuasion
喜歡辯論,1,P,溝通能力,Persuasion
嘴砲、唬爛而不中肯,-1,P,溝通能力,Persuasion
給人一種豁然開朗的感覺,1,P,溝通能力,Persuasion
講話是一門藝術,1,P,溝通能力,Persuasion
出來打圓場,1,P,溝通能力,Diplomacy
避免衝突,1,P,溝通能力,Diplomacy
喜歡處理跟「人」相關的事務，而非「事」,1,P,溝通能力,Diplomacy
交際手腕強,1,P,溝通能力,Diplomacy
見人說人話，見鬼說鬼話,1,P,溝通能力,Diplomacy
如果是CEO，會聽取各方意見,1,P,溝通能力,Opening up to others
不固執,1,P,溝通能力,Opening up to others
決定的事情，就很難改,-1,P,溝通能力,Opening up to others
說服他要花最大的力氣,-1,P,溝通能力,Opening up to others
上輩子是獨裁者,-1,P,溝通能力,Opening up to others
一上台就可以侃侃而談,1,P,溝通能力,Ease in public
被5萬個人注視著，也不會緊張,1,P,溝通能力,Ease in public
在公眾場合不容易出糗,1,P,溝通能力,Ease in public
喜歡被眾人注意的感覺,1,P,溝通能力,Ease in public
害羞,-1,P,溝通能力,Ease in public
不需要固定上班時間就可以完成工作,1,P,革新能力,Autonomy
在工作的時候一直上Facebook,-1,P,革新能力,Autonomy
自律,1,P,革新能力,Autonomy
不喜歡明確的工作守則,1,P,革新能力,Autonomy
給他20%自由時間，他在這時間內產出最高,1,P,革新能力,Autonomy
有創意,1,P,革新能力,Creativity
打破常規,1,P,革新能力,Creativity
點子王,1,P,革新能力,Creativity
想法與眾不同,1,P,革新能力,Creativity
上輩子是愛迪生,1,P,革新能力,Creativity
相信每個人都是與眾不同的,1,P,革新能力,Independent mind
不覺得要統合出一個大家都接受的意見,1,P,革新能力,Independent mind
尊重每個人做事的方法，不會干涉,1,P,革新能力,Independent mind
把工作態度和個人喜好分開,1,P,革新能力,Independent mind
順從大家的意見,-1,P,革新能力,Independent mind
有自信可以完成組織交代的任務,1,P,革新能力,Self-confidence
覺得自己與眾不同,1,P,革新能力,Self-confidence
堅信自己有能力完成任何事情,1,P,革新能力,Self-confidence
「沒有人可以幫我做決定 — 除了我自己！」,1,P,革新能力,Self-confidence
好像總是知道什麼是對的決定,1,P,革新能力,Self-confidence
每天就想著要早點下班,-1,P,適應能力,Stress management
能適應新的工作環境,1,P,適應能力,Stress management
被小他10歲的主管罵了之後不會不爽,1,P,適應能力,Stress management
會接下關係到公司50%業績的任務,1,P,適應能力,Stress management
拉屎都很順,1,P,適應能力,Stress management
早上交代的任務，下午就有成果了,1,P,適應能力,Responsiveness
笑眯眯的空姐,1,P,適應能力,Responsiveness
對事情的優先順序有一定的執著,-1,P,適應能力,Responsiveness
會拍馬屁,1,P,適應能力,Responsiveness
完全不思考就做出行動,1,P,適應能力,Responsiveness
會細心、耐心地教導新進員工,1,P,適應能力,Patience
有耐心地佈局一件事,-1,P,適應能力,Patience
做事想要馬上看到成果,-1,P,適應能力,Patience
不喜歡等待的感覺,-1,P,適應能力,Patience
不會挑戰主管,1,P,適應能力,Respect for authority
覺得爸媽老師長輩說的話都是對的,-1,P,適應能力,Respect for authority
什麼事我都可以自己來，不需要找專家諮詢,-1,P,適應能力,Respect for authority
有一天會革命,-1,P,適應能力,Respect for authority
蔑視一切的傳統禮教,-1,P,適應能力,Respect for authority
願意在他面前哭,0,F,,
酒品好,0,F,,
萬不得已的時候，你會跟他借錢,0,F,,
最佳把妹夥伴,0,F,,
會跟他逛街,0,F,,
笑容讓人無法招架,0,F,,
跟你的男友/女友出去，讓人放心,0,F,,
小孩有可能變壞,0,F,,
在夜店最清醒,0,F,,
會玩喝酒遊戲,0,F,,
說：「慘了讀不完了」，但是又拿第一名,0,F,,
會願意幫你挖鼻孔,0,F,,
當你下輩子的兄弟姐妹,0,F,,
出去玩容易遇到奇怪的事,0,F,,
會不顧一切阻止鄭捷,0,F,,
會突然去去北極工作,0,F,,
會是一個好農夫,0,F,,
適合演日劇,0,F,,
常說：「是沒錯啦！」,0,F,,
把家漆成紅色的,0,F,,
前世是清官,0,F,,
愛5566,0,F,,
讓他坐你腿上,0,F,,
常說：「欸，我今天沒穿內褲」,0,F,,
不想看恐怖片,0,F,,
寫出來的歌很好聽,0,F,,
快禿頭,0,F,,
面對自己伴侶的嘲笑，可以保持幽默,1,R,個人魅力,Humor
敢開他玩笑,1,R,個人魅力,Humor
面對他人的嘲笑，還能幽默,1,R,個人魅力,Humor
在踩到狗屎的時候，保持樂觀開朗,1,R,個人魅力,Humor
想跟他來一個浪漫風趣的燭光晚餐,1,R,個人魅力,Humor
你會跟他變成男女朋友,1,R,個人魅力,Compatibility
會在某個你常去的地方巧遇他,1,R,個人魅力,Compatibility
會希望他陪伴你餘生,1,R,個人魅力,Compatibility
你跟他的性向測驗結果相似度最高,1,R,個人魅力,Compatibility
你和他是大家眼中比較相似的人,1,R,個人魅力,Compatibility
最有魅力,1,R,個人魅力,Appeal
在夜店可以把到比較多女生／男生？,1,R,個人魅力,Appeal
交過很多男女朋友,1,R,個人魅力,Appeal
他的第一眼很吸引人,1,R,個人魅力,Appeal
對自己的外表有自信,1,R,個人魅力,Appeal
對另一半最真誠,1,R,個人魅力,Authenticity
會老實告訴自己的另一半所有事情,1,R,個人魅力,Authenticity
會一直騙另一半,-1,R,個人魅力,Authenticity
另一半知道很多他的事蹟,1,R,個人魅力,Authenticity
會誇大事情的經過,-1,R,個人魅力,Authenticity
交男女朋友之後，堅決不跟其他異性單獨出去,1,R,衷心投入,Fidelity
交男女朋友之後，還是會跟其他異性傳曖昧簡訊,-1,R,衷心投入,Fidelity
作夢的時候會呼喊非男女朋友的名字,-1,R,衷心投入,Fidelity
有可能劈腿,-1,R,衷心投入,Fidelity
可以與另一半相愛到老,1,R,衷心投入,Fidelity
時時刻刻為另一半著想,1,R,衷心投入,Fidelity
願意為另一半犧牲,1,R,衷心投入,Selflessness/Giving
會割自己的肉給另一半吃,1,R,衷心投入,Selflessness/Giving
另一半半身不遂，會照顧他一輩子,1,R,衷心投入,Selflessness/Giving
在愛情中是無私的,1,R,衷心投入,Selflessness/Giving
會第一時間提醒另一半注意保暖,1,R,衷心投入,Caring
在做決定時，把另一半考慮進去,1,R,衷心投入,Caring
會對另一半不時噓寒問暖,1,R,衷心投入,Caring
會注意伴侶在意的小細節,1,R,衷心投入,Caring
另一半生病了，會全心全意照顧他,1,R,衷心投入,Caring
另一半劈腿後，會選擇原諒,1,R,衷心投入,Tolerating/Forgiving
能容忍另一半踩到自己的底線,1,R,衷心投入,Tolerating/Forgiving
在愛情裡是寬容的,1,R,衷心投入,Tolerating/Forgiving
有公主病,-1,R,衷心投入,Tolerating/Forgiving
在愛情中有原則,1,R,衷心投入,Tolerating/Forgiving
會忍不住打開另一半的日記,-1,R,溝通協調,Openness/Trusting
找機會檢查另一半的手機簡訊內容,-1,R,溝通協調,Openness/Trusting
允許另一半跟異性單獨跑夜店,1,R,溝通協調,Openness/Trusting
會仇視另一半很要好的異性朋友,-1,R,溝通協調,Openness/Trusting
看到另一半和異性傳簡訊，不會問是誰,1,R,溝通協調,Openness/Trusting
可以說服他的男女朋友，叫他去酒店上班,1,R,溝通協調,Negotiation
意見很多,1,R,溝通協調,Negotiation
很大男人/大女人,1,R,溝通協調,Negotiation
對另一半說：你穿這件衣服好好看！,1,R,溝通協調,Negotiation
在劈腿後還是可以說服另一半和自己在一起,1,R,溝通協調,Negotiation
會幫另一半開車門、拉椅子,1,R,溝通協調,Respect
會在電梯裡說：屁是我放的！,1,R,溝通協調,Respect
會在馬路上對另一半咆嘯,-1,R,溝通協調,Respect
會尊重另一半的決定,1,R,溝通協調,Respect
會說：「儘管我不同意他看法，我仍舊支持他的決定」,1,R,溝通協調,Respect
常常簡訊已讀不回,-1,R,溝通協調,Reciprocity
喜歡打電動,-1,R,溝通協調,Reciprocity
回電很慢,-1,R,溝通協調,Reciprocity
睡前會跟另一半說晚安,1,R,溝通協調,Reciprocity
像木頭一樣沒有反應,-1,R,溝通協調,Reciprocity
會有敷衍的態度,-1,R,溝通協調,Reciprocity
能站在自己另一半的立場，為對方設想,1,R,成熟穩重,Empathy
能把伴侶的家人當作自己人加般看待,1,R,成熟穩重,Empathy
對伴侶最有同理心,1,R,成熟穩重,Empathy
伴侶痛苦時(例如分娩)，有可能會哭出來,1,R,成熟穩重,Empathy
會去女人生產體驗營,1,R,成熟穩重,Empathy
不小心讓女友懷孕，會人間蒸發,-1,R,成熟穩重,Responsibility
會忘記另一半生日,-1,R,成熟穩重,Responsibility
會事前計畫和戀人的旅行,1,R,成熟穩重,Responsibility
會注意男女朋友的禁忌,1,R,成熟穩重,Responsibility
有強烈的責任感,1,R,成熟穩重,Responsibility
不黏另一半,1,R,成熟穩重,Independence
會要求跟另一半同居,-1,R,成熟穩重,Independence
遇到問題，會先向另一半求救,-1,R,成熟穩重,Independence
會一個人去看電影,1,R,成熟穩重,Independence
會先自己選擇居住的城市，再跟另一半講,1,R,成熟穩重,Independence
會決定要吃什麼，看什麼電影,1,R,成熟穩重,Independence
會處理壓力，享受壓力,1,R,成熟穩重,Emotion Management
情緒管理能力好,1,R,成熟穩重,Emotion Management
在和男女朋友吵架時，會unfriend男女朋友,-1,R,成熟穩重,Emotion Management
在男女朋友期末考時，會覺得被冷落然後大發脾氣？,-1,R,成熟穩重,Emotion Management
上課到一半，會突然生氣走人,-1,R,成熟穩重,Emotion Management
會忘記沖馬桶,0,F,,
會對著天空發呆,0,F,,
辦的活動很屌,0,F,,
酒量好,0,F,,
口風緊,0,F,,
口頭禪是：「欸，我肚子餓了。」？,0,F,,
愛小孩,0,F,,
跟教授麻吉,0,F,,
一直照鏡子說：「我怎麼可以這帥/正！」,0,F,,
玩「真心話大冒險」的時候，會選真心話,0,F,,
玩「真心話大冒險」的時候，會選大冒險,0,F,,
有宅在家一個禮拜的實力,0,F,,
講話容易鬼打牆,0,F,,
被稱讚的時候，容易臉紅,0,F,,
看書的時候，容易睡著,0,F,,
喜歡海綿寶寶,0,F,,
擅長跟菜市場歐巴桑聊天,0,F,,
別人講話的時候，容易放空,0,F,,
每次都不記得別人的名字,0,F,,
會有人把你推進游泳池,0,F,,
公認運氣最好的人,0,F,,
很台,0,F,,
夜店公關,0,F,,
西門町,0,F,,
房間很亂,0,F,,
會蒐集一些奇怪的東西,0,F,,
可以把狗交給他照顧,0,F,,